arg_id	arg_text	arg_guideline	post_id	post_topic
4096	If you put a heater in a room and as the temperature is raising you turn on the air conditioner of course the room's temp will drop for as long as the aircond is on but it doesn't mean the heater is not introducing heat in the room. the earth's 'heater' is the CO2 we the human kind is pumping into the atmosphere. 	CO2 earth heater	635750	climate change
4097	Example: In the mesozoic (time of the dinosaurs) the average global temperature was 30 degrees centigrade. 	average temperature in the Mesozoic era	508436	climate change
4098	Today it's twelve. 	average global temperature today	508436	climate change
4099	"I'm not saying the planet isn't warming up	 but given that the 'normal' state of the planet (based on the geological record) is not to have ice caps	 I feel that attributing the current warming trend to human activity	 frankly smacks of egotism. "	how long as the earth has ice caps	508436	climate change
4100	"I Believe that the world will reach a certain heat	 (warm enough to melt enough ice to stop the gulf stream) at which point the UK and Europe will dramatically cool to a more siberian temp. "	effects of global warming on the United Kingdom and Europe	444938	climate change
4101	However after researching on the possibility i discovered that if enough fresh water were to flow south to the Gulf Stream it would be cut off sue to the different densities and such. 	effects of fresh water on the Gulf Stream	444938	climate change
4102	Volcanic eruptions like the Mt St Helens give off tons of polltutionm and one that happened in the 1800s in Indonesia affected the world's climate by causing global cooling and everything return to normal after that 	the effect that the volcanic eruption in Indonesia in the 1800s had on climate	2828	climate change
4103	Remember that the temp. was apx. 6 degrees hotter 600 years ago just before the mini ice age that we could be coming out of. 	the average temperature 600 years ago compared to today	499992	climate change
4104	Isn't it totally weird that Keeling et al. 2008 report a concentration of 380.43 ppm at Baring Head in 2007? 	the Keeling et al. report from 2008 showing a concentration of 380.43 ppm at Baring Head in 2007	690042	climate change
4105	You do realise that global warming brings on more extreme weather conditions don't you? 	extreme weather conditions that are caused by global warming	714750	climate change
4106	"As far as I know	 global warming is one of the catastrophe which leads to extinction of human beings. "	global warming will lead to the extinction of human beings	16991	climate change
4107	"There is no ""unified voice"" with scientists as you seem to believe. "	scientific consensus regarding climate change 	420651	climate change
4108	The earth is cooling rather than warming. 	average global temperatures over the last hundred years	728092	climate change
4109	We probably need another 10 to 20 years of R&D to get renewables to where they become more efficient and economical then oil. 	how efficient and cost-effective are renewable sources of energy	673780	climate change
4110	Aparently the climate changes over the past few tears do not match the ipcc computer models etc etc. 	accuracy of computer-based climate models 	635764	climate change
4111	The sources of oil and gas seem to drying up and we will need to cut back on our consumption anyway .So if we are led to believe that we are in IMMINENT danger from global warming because of our consumtion of oil and gas it would suit both the governments of the producers and the consumers. 	future availability of oil and gas 	635764	climate change
4112	Homo Sapien hasn't existed for millions of years. 	when did homo sapiens stop existing	17047	climate change
